Song Name,Original Artist,Debut Date,Last Played,Times Played Live,Avg Show Gap
Hunger Strike,Temple of the Dog,2017-05-18,2024-04-26,2,301.5
Hurt Bird Bath,,2001-10-04,2025-05-22,562,4.89
Hurtin' House,Esther Phillips,2000-08-18,2002-02-13,9,295.11
Hysteria,Def Leppard,2001-05-25,2023-08-27,16,159.88
I Am Hydrogen,Phish,1998-01-21,1998-03-19,6,474.17
I Am Trying to Break Your Heart,Wilco,2010-02-14,2010-02-14,1,1365.0
I Am the Walrus,The Beatles,2001-05-11,2018-01-25,49,52.29
I Can't Go for That (No Can Do),Hall & Oates,2011-06-04,2022-04-29,5,244.8
I Don't Know What I Want,,2022-01-21,2025-04-20,44,6.36
I Don't Need No Steam Heat,John Lee Hooker,2006-10-20,2006-10-20,1,1756.0
I Got Love,Nate Dogg,2013-03-23,2016-08-12,4,253.5
I Got You (I Feel Good),James Brown,2016-04-07,2016-04-07,1,711.0
I Heard It Through the Grapevine,Bill Frisell (Whitfield / Strong),2006-10-20,2020-10-10,12,146.33
I Keep Forgettin',Michael McDonald,2010-02-14,2024-02-09,4,455.0
I Know a Little,Lynyrd Skynyrd,2025-04-04,2025-04-26,2,6.0
I Ran,A Flock of Seagulls,2004-03-12,2025-02-26,50,42.54
I Still Haven't Found What I'm L...,U2,2008-12-31,2008-12-31,1,1504.0
I Wanna Be Your Lover,Prince,2017-10-28,2023-08-25,11,51.09
I Want You (She's So Heavy),The Beatles,2006-12-29,2024-06-20,36,48.28
I Want You Back,Jackson 5,1999-06-17,2002-04-22,39,70.21
I Want a New Drug,Huey Lewis and the News,2000-04-07,2023-09-08,8,335.63
I'll Take You There,The Staple Singers,2005-04-26,2005-04-26,1,1969.0
I'm On Fire,Bruce Springsteen,2009-10-08,2022-07-15,23,61.35
I've Got a Feeling,The Beatles,1999-12-17,2013-03-07,21,128.52
Ignition,R. Kelly,2015-12-31,2016-03-26,3,248.0
Immigrant Song,Led Zeppelin,2005-04-16,2025-04-29,39,51.87
In Bloom,Nirvana,2002-04-29,2025-03-06,33,72.91
In The Black,,2015-05-01,2025-03-19,46,17.24
In The Kitchen,,2002-12-06,2025-04-04,574,4.87
In The Puppet Kitchen,,2011-10-29,2013-12-30,2,588.0
In Violation of Yes,,2002-05-16,2011-04-02,65,36.97
In a Silent Way,Miles Davis,2000-10-06,2017-03-17,18,146.5
In the Flesh?,Pink Floyd,1998-12-09,2025-04-19,70,39.83
In the Hall of the Mountain King,Edvard Grieg,2000-05-27,2015-07-03,24,111.54
Infernal Dance of All Kastchei's...,Igor Stravinsky,1999-02-27,2000-09-09,23,120.43
Instant Karma!,John Lennon,2006-12-30,2006-12-30,1,1737.0
Intentions Clear,,2006-04-15,2025-04-19,213,8.63
Interstate Love Song,Stone Temple Pilots,2002-04-22,2024-04-13,5,481.8
Intro,,1998-01-21,2021-05-01,227,13.17
It Doesn't Matter,,2018-01-11,2025-03-14,70,7.87
It's About That Time,Miles Davis,2000-09-14,2025-04-05,76,34.79
It's All Right,Curtis Mayfield and the Impressions,2011-06-04,2011-06-04,1,1224.0
It's Gonna Be A Long Night,Ween,2008-02-17,2021-11-13,3,536.0
It's Not Impossible,KVHW,2005-09-29,2005-09-29,1,1903.0
It's Not Your Fault,,2022-09-09,2025-03-15,14,15.21
It's So Easy,Guns N' Roses,2004-02-06,2013-07-02,6,357.33
It's the End of the World as We ...,R.E.M.,2012-12-20,2015-01-03,2,526.0
JaJunk,,2002-09-06,2025-05-22,596,5.25
Jam,,1998-11-04,2022-07-23,55,54.76
Jamaica Farewell,Harry Belafonte,2002-09-07,2002-09-20,2,1175.0
Jane Says,Jane's Addiction,2001-05-04,2023-12-02,37,69.3
Japanese Cowboy,Ween,2015-05-22,2015-05-22,1,790.0
Jared,,2001-03-24,2001-09-14,7,516.4
Jekyll & Hyde,,2011-12-29,2025-04-05,18,64.72
Jessica,The Allman Brothers Band,1998-09-25,2025-01-31,63,45.19
Jesus Is Just Alright,Doobie Brothers,1999-06-24,2002-04-02,16,170.94
"Jesus, Etc.",Wilco,2025-03-08,2025-03-08,1,22.0
Jive Talkin',The Bee Gees,2000-08-24,2000-09-01,2,1326.5
Join Together,The Who,2016-07-03,2016-10-21,2,342.5
Jose,,1999-09-17,2001-09-08,26,104.35
Jump,Van Halen,1998-01-29,2003-06-19,7,406.29
Jumpin' Jack Wedding Party (All ...,The Rolling Stones/Billy Idol/Eddie Murphy,2016-10-30,2016-10-30,1,650.0
Junct,Garaj Mahal,2002-07-04,2002-07-04,1,2379.0
Just What I Needed,The Cars,2014-02-22,2014-04-17,2,463.5
Just a Friend,Biz Markie,2000-09-01,2005-09-23,5,529.6
Just a Gigolo,Brammer/Caesar/Casucci,2005-12-31,2005-12-31,1,1868.0
Just the Two of Us,Bill Withers,2009-04-16,2009-04-16,1,1466.0
Kabump,Ali Baba's Tahini,1998-08-27,2025-03-06,247,11.52
Kashmir,Led Zeppelin,2003-10-09,2025-04-29,29,75.34
Kat's Tune,Ali Baba's Tahini,2001-03-16,2013-07-03,94,27.82
Kaw-Liga,Hank Williams,2025-04-04,2025-04-04,1,12.0
Keefer,,2009-08-28,2019-08-22,9,158.89
Kid Charlemagne,Steely Dan,2011-03-13,2024-05-25,6,206.67
Kielbasa,Tenacious D,2001-11-16,2025-04-27,9,275.67
Kimble,,1998-01-21,2025-01-22,289,9.84
King of Pain,The Police,2019-10-31,2019-10-31,1,378.0
Kinky Reggae,Bob Marley,2000-06-23,2024-02-08,40,66.78
Kiss Me Deadly,Lita Ford,2003-02-07,2003-02-07,1,2297.0
Kula,,2007-12-29,2025-03-06,57,28.4
L.A. Woman,The Doors,2003-12-10,2003-12-10,1,2158.0
La Grange,ZZ Top,2012-04-28,2018-10-14,4,278.25
Lady,Little River Band,2001-02-02,2001-02-02,1,2604.0
Lady Madonna,The Beatles,2009-12-30,2009-12-30,1,1384.0
Land Of Wappy,Umphrey's McGee/Genesis/Metallica,2009-10-31,2010-04-24,2,699.5
Larceny,,2013-04-27,2013-04-27,1,1002.0
Last Call,,2002-02-08,2014-12-31,38,64.63
Last Caress,Misfits,2016-07-17,2016-07-17,1,679.0
Last Man Swerving,,2001-03-17,2024-12-30,174,15.03
Last Train Home,Pat Metheny,2003-10-23,2021-11-14,21,103.71
Late in the Evening,Paul Simon,2000-01-28,2016-04-07,9,299.56
Layla,Derek and the Dominos,2005-03-31,2025-03-08,28,70.75
Le Blitz,,2013-05-31,2025-03-05,45,22.13
Lean On Me,Bill Withers,2015-08-14,2015-08-14,1,765.0
Leave Me Las Vegas,,2009-03-05,2025-04-26,15,99.07
Led Boots,Jeff Beck,2015-01-03,2023-01-12,3,278.33
Led Zeppelin Medley,Led Zeppelin,2004-02-26,2004-02-26,1,2133.0
Legalize It,Peter Tosh,2007-12-16,2013-12-30,2,810.0
Lenny,Stevie Ray Vaughan,2000-10-27,2025-04-04,54,48.69
Let 'Em In,Wings,2009-03-13,2011-07-10,3,494.0
Let It Rock,Chuck Berry,2011-02-10,2011-02-10,1,1258.0
"Let Me Go Home, Whiskey",Asleep at the Wheel,2005-10-28,2011-02-09,11,171.64
Let The Good Times Roll,Louis Jordan,2008-12-31,2008-12-31,1,1504.0
Let's Dance,David Bowie,2011-12-31,2024-04-21,33,35.24
Let's Get It On,Marvin Gaye,2000-04-07,2011-02-19,3,895.0
Let's Go Crazy,Prince,2017-10-28,2017-10-28,1,562.0
Liberty Echo,,2012-04-27,2025-03-19,19,58.63
Licking Stick,James Brown,2003-04-18,2003-04-28,2,1131.5
Life,Perpetual Groove,2023-12-01,2023-12-01,1,132.0
Life During Exodus,Talking Heads/Bob Marley/Frank Zappa,2012-10-27,2025-03-21,27,39.3
Lift & Separate,,2012-04-27,2013-02-01,2,557.0
Limelight,Rush,2020-01-18,2020-01-30,2,183.0
Linus and Lucy,Vince Guaraldi,1998-01-21,2002-11-21,22,129.32
Liquid,,2006-03-10,2023-01-19,45,41.11
Lisztomania,Phoenix,2010-02-25,2010-10-07,3,454.33
Little Gift,,2014-06-29,2025-04-26,40,22.05
Little Red Corvette,Prince,2017-10-28,2017-10-28,1,562.0
Little Wing,Jimi Hendrix,2008-04-05,2008-04-05,1,1592.0
Live and Let Die,Paul McCartney & Wings,2011-05-28,2025-04-20,33,38.38
Lively Up Yourself,Bob Marley,1998-09-11,2018-08-11,54,52.96
Living In America,James Brown,2014-12-31,2014-12-31,1,838.0
Living On a Farm,Ali Baba's Tahini,2009-02-13,2009-02-13,1,1495.0
Lodi Dodi,Snoop Dogg,2003-06-27,2003-06-27,1,2230.0
London Calling,The Clash,2008-02-09,2023-06-04,8,201.75
London Dungeon,The Misfits,2014-06-21,2014-06-21,1,886.0
Looks,,2018-01-13,2025-03-22,60,9.31
Loose Ends,,2012-03-25,2025-04-18,56,20.09
Lord Bail Ship,,2016-07-09,2017-06-02,3,227.33
Lost Due to Incompetence (Theme ...,Yesca,2001-04-18,2001-04-18,1,2572.0
Louisiana 1927,Randy Newman,2006-06-01,2006-06-01,1,1809.0
Lucid State,,2014-07-05,2016-08-11,9,97.67
"Luckenbach, Texas (Back to the B...",Waylon Jennings,2004-02-27,2013-10-17,7,304.57
M.C. Escher,Ali Baba's Tahini,1998-05-23,1998-05-23,1,2815.0
Machine Gun,The Commodores,2001-12-31,2003-08-16,4,617.0
Mad Love,,2014-05-03,2025-04-19,63,14.27
Made to Measure,,2008-12-30,2025-03-21,83,18.35
Mail Package,,2003-10-31,2025-04-29,209,10.56
Make It Right,,2015-05-01,2025-03-21,70,11.33
Make Me,John Scofield,2000-05-26,2014-05-24,24,111.58
Making Flippy Floppy,Talking Heads,2004-08-07,2025-05-22,87,24.33
Mama I'm Coming Home,Ozzy Osbourne,2004-10-30,2007-03-06,2,1015.0
Mammas Don't Let Your Babies Gro...,Waylon Jennings,2025-04-04,2025-04-04,1,12.0
Mamu,,1999-04-28,2015-05-01,93,29.63
Maneater,Hall & Oates,2011-12-30,2012-02-18,2,582.0
Mantis,,2009-01-22,2025-04-18,292,8.03
Mantis Ghetts,,2009-07-15,2025-04-04,34,43.58
Maple Leaf Rag,Scott Joplin,1999-06-30,2004-04-03,8,341.5
March of the S.O.D.,Stormtroopers of Death,2004-02-07,2009-03-26,6,357.17
Marquee Moon,Television,2006-04-21,2006-04-21,1,1827.0
Masoko Tanga,The Police,2007-03-14,2018-10-20,12,171.8
Maybe Someday,,2018-01-14,2025-04-04,60,9.13
Me and My Uncle,Grateful Dead,2025-04-04,2025-04-04,1,12.0
Mean Mr. Mustard,The Beatles,1998-04-04,2018-08-11,8,353.75
Mediterranean Sundance,Al Di Meola,2001-07-03,2004-08-07,3,845.33
Meeting in the Aisle,Radiohead,2006-07-18,2024-08-25,21,85.33
Memories of Home,,2006-08-17,2018-01-20,6,296.83
Memphis Underground,Herbie Mann,2005-04-01,2009-10-03,5,396.0
Mercedes Benz,Janis Joplin,2001-10-27,2003-05-25,3,828.0
"Mercy, Mercy, Mercy",Joe Zawinul,2007-09-13,2007-09-13,1,1652.0
Message in a Bottle,The Police,2010-08-12,2025-04-25,5,262.2
Miami Virtue,,2011-09-07,2025-02-26,152,7.9
Mike's Song,Phish,1998-01-21,1998-08-29,10,284.5
Miles Beyond,Mahavishnu Orchestra,2004-03-25,2005-02-25,4,530.0
Miss Gradenko,The Police,2001-08-12,2017-01-22,39,64.64
Miss Tinkle's Overture,,2002-10-09,2025-04-20,498,5.05
Miss You,The Rolling Stones,2012-06-29,2024-07-19,6,183.83
Mixed Bizness,Beck,2010-12-31,2010-12-31,1,1272.0
Moby Dick,Led Zeppelin,1998-01-21,2015-03-15,25,113.8
Modern Love,David Bowie,2019-12-31,2019-12-31,1,368.0
Mondo Garaj,Garaj Mahal,2002-07-04,2002-07-04,1,2379.0
Money For Nothing,Dire Straits,2012-10-31,2013-01-25,2,530.0
Mood for a Day,Yes,2007-10-19,2012-11-03,5,328.2
Moogasauras Rex,,2002-02-06,2002-06-27,7,351.14
Morning Song,,2006-02-16,2025-01-30,149,12.48
Mother,Danzig,2012-07-01,2014-05-04,5,220.2
Motherless Children,Eric Clapton,2007-04-15,2007-04-15,1,1702.0
Move Your Rug,Jeff Coffin,2009-12-31,2009-12-31,1,1383.0
Moving In Stereo,The Cars,2019-09-21,2019-09-21,1,386.0
Much Obliged,,1998-04-15,2025-03-22,448,6.82
Muff II: The Revenge,,1998-09-11,2024-03-22,128,22.1
Muffburger Sandwich,,1998-01-21,2010-04-24,49,69.39
Muffin Man,Frank Zappa,2016-07-02,2016-07-02,1,686.0
Mulche's Odyssey,Ali Baba's Tahini,2002-10-10,2025-04-27,427,5.7
Mullet (Over),,2001-01-27,2025-04-05,217,12.12
Muscle Shoals Nitty Gritty,Herbie Mann,2009-03-05,2021-08-08,11,135.09
My Favorite Things,John Coltrane (Rodgers & Hammerstein),1999-09-02,2001-12-12,16,169.75
My Old School,Steely Dan,2006-12-31,2006-12-31,1,1736.0
Nachos for Two,,1998-11-04,2003-11-01,92,30.36
National Loser Anthem,Radiohead/Beck/Phil Collins,2014-10-31,2020-02-15,4,212.5
Natural Mystic,Bob Marley,2011-12-30,2011-12-30,1,1164.0
Nebraska,moe.,1998-11-04,1998-11-20,2,1396.5
Nemo,,2004-01-30,2025-02-26,346,7.7
Nemo's Fat Bottomed Good Times,Umphrey's McGee/Queen/Led Zeppelin,2009-10-31,2010-02-25,4,349.75
Nether,,2021-06-20,2021-08-20,2,160.0
Never Cease,,2003-09-25,2025-02-01,10,219.3
New Wings,,2022-06-18,2025-04-27,23,10.26
Night Gambler,Kenny Rogers/The Bee Gees/The Sugarhill Gang/Public Ene,2009-10-31,2009-10-31,1,1399.0
Night Moves,Bob Seger,2004-06-08,2015-04-24,11,189.55
Night Nurse,,2009-11-20,2025-04-29,103,13.5
Nineteen Hundred and Eighty-Five...,Wings/Terrence Trent D'Arby/Umphrey's McGee,2011-10-29,2011-10-29,1,1176.0
Nipple Trix,,2011-05-28,2025-04-04,55,22.33
No Comment,,2010-03-04,2025-02-27,53,25.62
No Diablo,,2013-04-26,2025-04-05,84,11.94
No Excuses,Alice In Chains,2024-03-17,2025-03-15,4,24.75
No More Tears,Ozzy Osbourne,2004-10-30,2024-04-26,21,96.67
No Ordinary Love,Sade,2001-02-10,2016-05-07,10,260.0
No Quarter,Led Zeppelin,2002-03-07,2025-04-29,8,348.14
No Woman Let It Be,Bob Marley/The Beatles,2011-10-28,2011-10-28,1,1177.0
Non-Compliance,,2015-05-01,2017-07-09,4,198.25
Nopener,,2003-11-19,2025-04-05,92,24.64
North Route,,2016-12-30,2022-09-02,23,28.0
Norwegian Wood,The Beatles,2004-04-21,2004-04-21,1,2110.0
Not Fade Away,Buddy Holly,2011-09-06,2011-09-06,1,1202.0
Nothing Too Fancy,Ali Baba's Tahini,2000-10-27,2025-04-20,743,5.26
November Walk,Guns N' Roses/Umphrey's McGee,2010-10-31,2010-10-31,1,1285.0
Nuthin' but a 'G' Thang,Dr. Dre,2001-02-09,2014-05-03,24,108.38
Ocean Billy,,2003-10-31,2025-04-26,354,7.77
October Rain,,2014-01-18,2022-09-02,27,34.85
Oesque,,2001-02-17,2001-02-17,1,2597.0
Oh Shenandoah,trad.,2004-09-04,2004-09-04,1,2058.0
Oh What a World,Rufus Wainwright,2005-03-22,2005-03-22,1,1985.0
Once In a Lifetime,Talking Heads,2015-08-14,2021-10-09,4,191.25
One,Metallica,2002-04-19,2003-05-25,3,804.0
"One More Wicked, Cruel Summer",Chris Isaak/Bananarama/Daft Punk,2016-10-30,2016-10-30,1,650.0
Onward & Upward,,2014-05-03,2017-07-23,2,449.5
Ophelia,The Band,2004-12-31,2023-08-17,8,251.0
Ordinary Times,,2022-11-11,2023-06-15,6,35.17
Orfeo,,1998-01-21,2025-02-02,93,30.59
Orion,Metallica,2013-04-26,2013-04-26,1,1003.0
Out Of Order,,2000-08-17,2025-03-13,274,9.73
Out of Focus,,2022-11-12,2025-03-21,20,11.05
Outshined,Soundgarden,2019-05-26,2021-08-14,4,104.75
Padgett's Profile,Ali Baba's Tahini,2001-04-06,2024-04-13,186,16.41
Panama,Van Halen,2004-04-27,2025-02-02,20,105.25
Papa Can Change a Blurred Stone,The Temptations/Robin Thicke/Marvin Gaye/LCD Soundsyste,2013-10-31,2013-10-31,1,953.0
Paradise City,Guns N' Roses,2003-09-13,2018-01-20,3,733.33
Partyin' Peeps,Karl Engelmann,2004-07-15,2025-03-08,308,6.84
Passing,,2005-03-26,2024-12-29,84,23.62
Pathetique,Beethoven,2004-05-07,2004-05-07,1,2100.0
Patience,Guns N' Roses,1998-03-19,2021-11-19,38,74.61
Pay the Snucka,,2000-08-17,2025-04-25,460,7.12
Pearl Necklace,ZZ Top,2003-09-13,2007-10-25,7,314.29
Peg,Steely Dan,2010-12-29,2015-01-30,10,127.4
Peter Gunn / Every Breath You Take,Harry Mancini/The Police,2002-10-05,2018-01-26,24,101.65
Phil's 7 Nation Money Farm,Umphrey's McGee/The White Stripes/Pink Floyd/Led Zeppel,2008-10-31,2014-08-15,4,380.0
Phil's Farm,,1998-01-21,2025-04-05,524,6.44
Philosophy,Ben Folds Five,1998-01-21,1998-01-29,4,1422.5
Physical,Olivia Newton-John,2019-12-31,2019-12-31,1,368.0
Piano Sonata #16 in C Major,Mozart,2007-10-31,2007-10-31,1,1633.0
Pick Up the Pieces,Average White Band,2000-01-28,2001-07-17,3,898.67
Pick Your Nose,,1998-02-19,2003-11-01,30,105.19
Pipeline,The Chantays,2003-04-10,2024-05-17,39,58.1
Piranhas,,2014-12-31,2025-04-26,32,26.19
Play This,Keller Williams,2005-12-30,2006-01-07,2,934.5
Pleas,Widespread Panic,2023-12-02,2023-12-02,1,131.0
Plunger,,2004-07-08,2025-05-22,466,5.39
Plush,Stone Temple Pilots,2015-12-06,2024-04-26,3,248.67
Polythene Pam,The Beatles,2002-12-31,2018-08-11,7,329.71
PonchEstrada,,2001-05-04,2001-07-13,3,854.67
Pooh Doggie,,2002-02-06,2019-02-21,16,163.87
Porch,Pearl Jam,2013-04-26,2014-02-13,3,334.33
Pork Chop Pie,Ali Baba's Tahini,2003-02-07,2023-09-08,6,382.83
Pour Some Sugar On Me,Def Leppard,1998-01-21,1998-05-02,5,569.0
Pow,Beastie Boys,1998-02-19,2000-11-10,37,76.76
Power of Love,Huey Lewis and the News,2014-11-15,2014-11-15,1,843.0
Power of Soul,Jimi Hendrix,2000-06-15,2024-07-06,86,31.08
Preamble,,2009-01-22,2025-04-04,171,8.78
Professor Wormbog,Ali Baba's Tahini,2000-10-05,2025-04-26,323,8.35
Prophecy Now,,2009-02-15,2009-08-27,9,165.89
Proverbial,,2014-05-04,2018-07-05,5,179.6
Prowler,,1999-12-17,2025-04-20,402,6.71
Punchable Face,,2019-08-10,2019-10-25,3,133.67
Puppet String,,2011-05-28,2025-04-27,352,4.74
Pure Saturation,,2022-07-14,2025-05-22,45,5.13
Push & Pull,,2018-05-27,2023-08-20,17,30.0
Push the Booth Deeper,,2013-11-02,2013-11-02,1,951.0
Push the Pig,,2002-01-23,2025-01-25,440,5.78
Q*Bert,,1999-09-04,2024-02-07,137,21.38
REW,,2012-04-27,2012-04-27,1,1114.0
Rainbow Country,Bob Marley,2001-04-13,2017-12-02,11,233.91
Rainy Day Women #12 & 35,Bob Dylan,2008-10-31,2008-10-31,1,1520.0
Ramble On,Led Zeppelin,2019-06-23,2025-04-29,4,103.0
Rapper's Delight,The Sugarhill Gang,2000-08-24,2000-08-24,1,2653.0
Raspberry Beret,Prince,2017-10-28,2017-10-28,1,562.0
Rastaman Chant,Bob Marley,2001-04-19,2013-10-24,26,98.88
Raymond,,1999-10-01,2024-05-17,51,53.16
Rebubula,moe.,1998-01-29,2024-05-25,61,59.25
Red,King Crimson,2005-10-28,2025-03-09,24,82.09
Red Barchetta,Rush,2017-07-02,2017-07-02,1,588.0
Red Baron,Billy Cobham,1998-01-21,2023-01-19,71,40.64
Red Room,,2020-01-24,2020-01-24,1,363.0
Red Room Disco,,2010-04-24,2010-04-24,1,1344.0
Red Tape,,2009-01-24,2025-03-13,125,12.3
Reelin' in the Years,Steely Dan,2009-12-31,2025-03-14,23,60.13
Reggatta de Blanc,The Police,2019-10-31,2019-10-31,1,378.0
Regulate,Warren G and Nate Dogg,2000-02-26,2024-02-09,52,52.76
Release,Pearl Jam,2002-07-10,2023-04-13,17,139.76
Remind Me,,2015-05-01,2025-04-26,121,6.96
Resolution,Ali Baba's Tahini,2001-10-27,2025-03-20,422,6.0
Respect Yourself,The Staple Singers,2011-05-29,2011-05-29,1,1227.0
Restrung,,2021-06-18,2025-01-22,2,161.5
Rhiannon,Fleetwood Mac,2003-09-13,2015-08-14,2,1100.0
Rhinoceros,The Smashing Pumpkins,2008-02-16,2008-07-18,3,536.33
Ride On Pony,,2009-04-05,2025-03-07,17,86.59
Rift,Phish,1998-06-05,1998-11-13,5,562.6
Right Off,Miles Davis,2007-12-30,2007-12-30,1,1618.0
Ring of Fire,Johnny Cash,2003-09-12,2004-05-19,2,1100.5
Ringo,Ali Baba's Tahini,2001-10-05,2025-04-25,537,5.66
Rise To the Top,,2013-04-26,2013-04-26,1,1003.0
Rising Bird,,2003-02-14,2019-10-19,2,1146.0
River People,Weather Report,2013-12-29,2018-12-31,2,473.0
Roadhouse Blues,The Doors,2006-10-06,2006-10-06,1,1760.0
Robot World,,2004-08-07,2025-01-24,124,16.68
Rock and Roll Ain't Noise Pollution,AC/DC,2003-05-25,2011-10-28,4,561.5
Rock and Roll Part 2,Gary Glitter,1998-06-06,2025-03-08,3,937.33
Rock the Casbah,The Clash,2013-12-28,2025-04-19,17,55.71
Rocker,,2006-04-03,2022-07-08,19,96.84
Rocker Part 2,,2007-12-31,2025-03-13,174,9.29
Roctopus,,2016-05-06,2025-03-05,56,12.69
Rollin' Stone,Muddy Waters,2003-08-16,2003-08-16,1,2211.0
Rondo Alla Turca,Mozart,2002-02-22,2004-08-27,4,612.0
Room to Breathe,,2011-05-29,2025-03-06,88,14.27
Root Beer Rag,Billy Joel,2003-11-29,2015-06-28,2,1081.5
Rosanna,Toto,1998-10-31,2023-11-30,47,59.45
Roses,Outkast,2003-12-30,2004-01-08,2,1076.5
Roulette,,2001-08-11,2025-04-19,288,8.91
Roundabout,Yes,2010-12-30,2024-04-26,11,115.73
Roxanne,The Police,2002-07-22,2023-09-10,2,1184.0
Royally Feel Like Driftin' Away,Dobie Gray/Bad Company/Lorde,2016-10-30,2016-10-30,1,650.0
Ruled By Secrecy,Muse,2011-04-02,2011-04-02,1,1236.0
Run Like An Antelope,Phish,1998-02-19,1998-04-20,5,710.0
Runnin' Down a Dream,Tom Petty,2017-10-20,2017-10-20,1,568.0
Runnin' with the Devil,Van Halen,2003-04-09,2019-08-22,20,113.35
Running on Empty,Jackson Browne,2013-04-26,2013-04-26,1,1003.0
Sabotage,Beastie Boys,2017-11-04,2021-10-09,3,186.33
Sad Clint Eastwood,Metallica/Gorillaz,2008-10-31,2022-02-18,7,217.14
Salamander Strut,,1998-02-20,2022-01-22,22,129.05
San Diego Super Chargers,Captain Q.B. and the Big Boys,2006-04-12,2010-01-15,4,917.0
San Francisco Bay,Lee Oskar,2002-04-12,2002-04-12,1,2418.0
Scaffolding Melee,,2014-05-24,2014-05-24,1,895.0
Scenes from an Italian Restaurant,Billy Joel,2002-12-31,2024-03-21,5,461.6
Se A Cabo,Santana,1999-05-19,2002-04-14,36,76.36
Search 4,,2007-12-30,2024-02-14,77,21.29
Seasons,,2018-05-26,2025-03-21,58,8.96
Second Song,TV On the Radio,2011-12-29,2012-01-21,2,582.5
Seek and Destroy,Metallica,2005-10-28,2008-02-07,2,944.0
Seven Bridges Road,Steve Young,2004-10-09,2010-05-30,2,1020.0
Sex Farm,Spinal Tap,1999-10-29,2009-07-16,5,541.0
Señor Mouse,Al Di Meola (Chick Corea),2001-05-31,2025-02-02,76,33.63
Sgt. Pepper's Lonely Hearts Club...,The Beatles,2017-06-01,2017-06-01,1,596.0
She Came In Through The Bathroom...,The Beatles,2000-09-29,2018-08-11,45,58.67
She Caught the Katy (And Left Me...,Taj Mahal,2005-04-26,2013-05-26,4,492.25
She's Nineteen Years Old,Muddy Waters,2008-12-29,2008-12-29,1,1506.0
Shhh / Peaceful,Miles Davis,2002-06-13,2002-06-13,1,2389.0
Shine On You Crazy Diamond,Pink Floyd,2003-12-29,2024-03-23,49,43.96
Shotgun,Junior Walker,2003-12-31,2003-12-31,1,2152.0
Show Biz Kids,Steely Dan,2008-02-12,2009-11-19,2,806.0
Showdown,Electric Light Orchestra,2015-08-20,2015-08-20,1,763.0
"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,2003-12-31,2003-12-31,1,2152.0
Silver Machine,Hawkwind,2015-12-30,2015-12-30,1,745.0
Similar Skin,,2014-05-04,2025-03-05,123,7.88
Sir Duke,Stevie Wonder,2010-12-31,2010-12-31,1,1272.0
Sirius,Alan Parsons Project,2016-09-04,2016-09-04,1,665.0
Sister Christian,Night Ranger,2001-05-26,2023-12-01,5,511.4
Skin the Cat,,2014-05-03,2014-05-03,1,899.0
Skip,,2000-10-31,2002-05-03,7,375.29
Slacker,,1999-02-12,2025-04-27,505,6.28
Sledgehammer,Peter Gabriel,2004-12-31,2019-05-24,11,182.55
Sliding Down,"Edgar Meyer, Mike Marshall, and Bela Fleck",2001-09-08,2001-09-08,1,2509.0
Slipknot!,Grateful Dead,1998-03-05,2025-03-21,23,123.3
Slow,,1998-04-15,1998-05-27,5,565.8
Sludge & Death,,2004-02-23,2021-04-30,14,164.23
Small Strides,,2022-06-11,2025-04-18,62,3.89
Smell the Mitten,,2002-09-17,2025-01-24,163,14.59
Snake Juice,,2008-10-14,2018-10-20,11,139.18
So Far Away,Dire Straits,2018-03-14,2018-03-14,1,526.0
So Much,,2022-06-19,2024-04-12,7,33.57
So What,Miles Davis,2003-10-24,2010-11-09,9,241.89
Sociable Jimmy,,1999-10-01,2025-03-20,336,8.22
Solfegietto,C.P.E. Bach,2002-09-18,2006-05-06,5,469.6
Soul Food I,Ali Baba's Tahini,2000-10-20,2025-04-19,174,15.12
Soul Food II,Ali Baba's Tahini,2000-09-30,2025-04-05,47,56.15
Soul Food III,,2016-05-06,2017-02-02,2,349.0
Southern Cross,Crosby Stills & Nash,2015-01-02,2015-08-09,2,418.0
Space Funk Booty,Ali Baba's Tahini,2000-09-07,2025-03-08,206,12.91
Space Oddity,David Bowie,2016-01-21,2016-01-21,1,740.0
Spain,Chick Corea,1999-02-12,2001-10-17,28,99.11
Speak Up,,2015-12-31,2025-04-19,110,6.76
Spinal Meningitis,Ween,2015-05-22,2015-05-22,1,790.0
Spires,,2009-01-22,2025-04-26,102,14.87
Spirits in the Material World,The Police,2019-10-31,2019-10-31,1,378.0
St. Hubbins Mach 2,,2002-02-05,2003-11-29,1,1229.5
Staircase,,2023-03-05,2025-04-27,39,4.69
Stanton,,2014-10-30,2024-08-22,4,212.75
Start Me Up,The Rolling Stones,2003-09-12,2003-09-12,1,2201.0
Steppin' Out,Joe Jackson,2017-12-30,2023-08-26,5,110.6
Steppin' Razor,Peter Tosh,2009-12-29,2019-02-21,15,92.33
Stew Art Event,,2010-04-24,2024-04-26,9,149.33
Still of the Night,Whitesnake,2018-09-01,2018-09-01,1,483.0
Stinko's Ascension,,2015-05-01,2021-06-26,22,36.05
Stir It Up,Bob Marley,1998-03-05,1998-05-23,6,472.67
Stomping Grounds,Bela Fleck,2000-04-14,2001-06-02,4,671.0
Stonehenge,Spinal Tap,2000-09-15,2002-04-10,4,660.75
Stop,Jane's Addiction,1998-05-27,2019-05-23,8,351.75
Strangletage,Beastie Boys/Ted Nugent,2014-10-31,2015-06-05,2,425.0
